AC_NO,AC_NAME,Candidate,Party,Votes,Margin,Status,Total_Votes_Polled,DISTRICT,GENERAL_SC,Total_Votes_Per_District
23,Riga,AMIT KUMAR,Indian National Congress,84268,-33125,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,RAMASHISH RAY,Independent,4041,-113352,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,KRISHNA MOHAN SINGH,Jan Suraaj Party,3078,-114315,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,UPENDRA SAHANI,Rashtriya Jansambhavna Party,2256,-115137,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,MOTILAL RAUT,Independent,849,-116544,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,DR. PRADEEP KUMAR JAYASWAL,Independent,810,-116583,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,RAMNATH MAHTO,Independent,669,-116724,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,DHIRAJ KUMAR,Independent,423,-116970,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,NAGENDRA KUMAR PASWAN,Peoples Party of India (Democratic),356,-117037,lost,216942,SITAMARHI,GENERAL,1663429
23,Riga,NOTA,None of the Above,2799,-114594,,216942,SITAMARHI,GENERAL,1663429
24,Bathnaha,ANIL KUMAR,Bharatiya Janata Party,123698,51769,won,215256,SITAMARHI,SC,1663429
24,Bathnaha,NAVIN KUMAR,Indian National Congress,71929,-51769,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,NAWAL KISHOR CHOUDHARY,Jan Suraaj Party,5282,-118416,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,PRAMOD BAITHA,Independent,1972,-121726,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,AMRITA SONI,Rashtriya Lok Janshakti Party,1877,-121821,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,SAHDEO RAM,Bahujan Samaj Party,1754,-121944,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,ARCHANA KUMARI,Independent,1673,-122025,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,BRAJESH PASWAN,Independent,1194,-122504,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,DEEPAK RAJ,Janshakti Vikas Party (Democratic),825,-122873,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,MANOJ SADA,Lok Dal,662,-123036,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,SUNIL RAM,"Proutist Bloc, India",583,-123115,lost,215256,SITAMARHI,SC,1663429
24,Bathnaha,NOTA,None of the Above,3807,-119891,,215256,SITAMARHI,SC,1663429
25,Parihar,GAYETRI DEVI,Bharatiya Janata Party,82644,17189,won,209977,SITAMARHI,GENERAL,1663429
25,Parihar,RITU JAISWAL,Independent,65455,-17189,lost,209977,SITAMARHI,GENERAL,1663429
25,Parihar,SMITA GUPTA,Rashtriya Janata Dal,48534,-34110,lost,209977,SITAMARHI,GENERAL,1663429
25,Parihar,AWADHESH PRASAD,Jan Suraaj Party,3217,-79427,lost,209977,SITAMARHI,GENERAL,1663429
25,Parihar,AKHILESH NARAYAN THAKUR,Aam Aadmi Party,2013,-80631,lost,209977,SITAMARHI,GENERAL,1663429
25,Parihar,RAM VINOD NAYAK,Independent,1964,-80680,lost,209977,SITAMARHI,GENERAL,1663429
25,Parihar,MAHENDRA SINGH YADAV,Independent,1615,-81029,lost,209977,SITAMARHI,GENERAL,1663429
25,Parihar,CHANDRABHUSHAN KUMAR,Independent,1362,-81282,lost,209977,SITAMARHI,GENERAL,1663429
25,Parihar,MOHD MUKSAID ALAM,Independent,794,-81850,lost,209977,SITAMARHI,GENERAL,1663429
25,Parihar,NOTA,None of the Above,2379,-80265,,209977,SITAMARHI,GENERAL,1663429
26,Sursand,PROF. NAGENDRA RAUT,Janata Dal (United),104157,23667,won,208144,SITAMARHI,GENERAL,1663429
26,Sursand,SYED ABU DOJANA,Rashtriya Janata Dal,80490,-23667,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,USHA KIRAN,Jan Suraaj Party,5993,-98164,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,RAJEEV NAND,Independent,3625,-100532,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,PRABHAT KUMAR,Independent,2310,-101847,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,MANOJ KUMAR,Independent,1938,-102219,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,KAMESHWAR THAKUR,Independent,1769,-102388,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,RISHI KUMAR AGRAWAL,Aam Aadmi Party,1541,-102616,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,ANIL KUMAR,Bahujan Samaj Party,1218,-102939,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,VINAY KUMAR,Independent,1045,-103112,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,SATISH KUMAR MISHRA,Vikas Vanchit Insan Party,924,-103233,lost,208144,SITAMARHI,GENERAL,1663429
26,Sursand,NOTA,None of the Above,3134,-101023,,208144,SITAMARHI,GENERAL,1663429
27,Bajpatti,RAMESHWAR KUMAR MEHTO,Rashtriya Lok Morcha,99144,3395,won,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,MUKESH KUMAR YADAV,Rashtriya Janata Dal,95749,-3395,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,AAJAM KHAN,Jan Suraaj Party,6174,-92970,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,MD. MUNNA MANSURI,Independent,3105,-96039,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,RAKESH KUMAR,The Plurals Party,3080,-96064,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,MOHD. ZEYAUR RAHMAN,Independent,2480,-96664,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,DEONANDAN RAM,Bahujan Samaj Party,2186,-96958,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,RANDHIR KUMAR,Aam Aadmi Party,1389,-97755,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,SUSHIL RAJ,Bhartiya Sarthak Party,1283,-97861,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,MOHAMMAD AFTAB,Apna Adhikar Party,920,-98224,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,AJEET KUMAR JHA,Independent,838,-98306,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,ABDUL HASIB,Peace Party,796,-98348,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,ASHA CHOUDHARY,Independent,794,-98350,lost,220241,SITAMARHI,GENERAL,1663429
27,Bajpatti,NOTA,None of the Above,2303,-96841,,220241,SITAMARHI,GENERAL,1663429
28,Sitamarhi,SUNIL KUMAR PINTU,Bharatiya Janata Party,104226,5562,won,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,SUNIL KUMAR,Rashtriya Janata Dal,98664,-5562,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,RAM KISHOR RAY,Independent,2867,-101359,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,UPENDRA SAHANI,Rashtriya Jansambhavna Party,2419,-101807,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,VINOD SAH,Independent,1825,-102401,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,RAJ NARAYAN SAH,Bahujan Samaj Party,1334,-102892,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,CHANDESHWAR PRASAD,Independent,995,-103231,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,RAGHVENDRA KUMAR,Independent,592,-103634,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,MAHESH NANDAN SINGH,Independent,455,-103771,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,KRISHNA KUMAR JHA,"Proutist Bloc, India",338,-103888,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,CHANDRIKA PRASAD,Independent,261,-103965,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,THAKUR CHANDAN KUMAR  SINGH,Independent,224,-104002,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,POOJA ARYA,Lok Dal,169,-104057,lost,216653,SITAMARHI,GENERAL,1663429
28,Sitamarhi,NOTA,None of the Above,2284,-101942,,216653,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,PANKAJ KUMAR,Janata Dal (United),93672,19737,won,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,CHANDAN KUMAR,Rashtriya Janata Dal,73935,-19737,lost,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,VIJAY KUMAR SAH,Jan Suraaj Party,7671,-86001,lost,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,SANJAY KUMAR,Independent,3737,-89935,lost,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,IMTIYAZ ALAM NASIR AHMED,Desh Janhit Party,3490,-90182,lost,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,JITENDRA RAM,Bahujan Samaj Party,2092,-91580,lost,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,SHRAVAN SAHNI,Rashtriya Jansambhavna Party,1714,-91958,lost,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,SUJAY KUMAR YADAV,Independent,1287,-92385,lost,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,PRAMOD KUMAR,Janshakti Janta Dal,1231,-92441,lost,193144,SITAMARHI,GENERAL,1663429
29,Runnisaidpur,NOTA,None of the Above,4315,-89357,,193144,SITAMARHI,GENERAL,1663429
30,Belsand,AMIT KUMAR,Lok Janshakti Party (Ram Vilas),82076,22685,won,183072,SITAMARHI,GENERAL,1663429
30,Belsand,SANJAY KUMAR GUPTA,Rashtriya Janata Dal,59391,-22685,lost,183072,SITAMARHI,GENERAL,1663429
30,Belsand,ARPNA SINGH,Jan Suraaj Party,19025,-63051,lost,183072,SITAMARHI,GENERAL,1663429
30,Belsand,RANA RANDHIR SINGH CHOUHAN,Bahujan Samaj Party,7600,-74476,lost,183072,SITAMARHI,GENERAL,1663429
30,Belsand,AMBIKA SAH,Rashtriya Jansambhavna Party,2559,-79517,lost,183072,SITAMARHI,GENERAL,1663429
30,Belsand,VIKASH KUMAR,Janshakti Janta Dal,2284,-79792,lost,183072,SITAMARHI,GENERAL,1663429
30,Belsand,SHAMIM ALAM,Rashtriya Lok Janshakti Party,1706,-80370,lost,183072,SITAMARHI,GENERAL,1663429
30,Belsand,SHYAM BABU SINGH,Independent,1442,-80634,lost,183072,SITAMARHI,GENERAL,1663429
30,Belsand,RUDAL SAH,Independent,879,-81197,lost,183072,SITAMARHI,GENERAL,1663429
30,Belsand,NOTA,None of the Above,6110,-75966,,183072,SITAMARHI,GENERAL,1663429
31,Harlakhi,SUDHANSHU SHEKHAR,Janata Dal (United),85486,36236,won,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,RAKESH KUMAR PANDEY,Communist Party of India,49250,-36236,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,MD. SHABBIR,Independent,22041,-63445,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,RATNESHWAR THAKUR,Jan Suraaj Party,7982,-77504,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,ANIL JHA,Independent,3240,-82246,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,SANJEET KUMAR BADAL GUPTA,Independent,3164,-82322,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,JITENDER YADAV,Janshakti Janta Dal,1907,-83579,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,VIVEK KUMAR JHA,Rashtrawadi Janlok Party (Satya),1252,-84234,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,SATISH SHARMA,Jagrook Janta Party,1091,-84395,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,SHIVLAL PASWAN,Rashtriya Samaj Paksha,1046,-84440,lost,183437,MADHUBANI,GENERAL,2008343
31,Harlakhi,NOTA,None of the Above,6978,-78508,,183437,MADHUBANI,GENERAL,2008343
32,Benipatti,VINOD NARAYAN JHA,Bharatiya Janata Party,87153,23932,won,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,NALINI RANJAN JHA ALIAS RUPAN JHA,Indian National Congress,63221,-23932,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,DR. B JHA MRINAL,Independent,10643,-76510,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,PARVEZ ALAM,Jan Suraaj Party,4220,-82933,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,PANKAJ KUMAR RAM,Independent,1964,-85189,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,SHUBHADA YADAV,Aam Aadmi Party,1536,-85617,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,GHATA DEWANGAN,Bahujan Samaj Party,1368,-85785,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,LALITA DEVI,Peoples Party of India (Democratic),1274,-85879,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,ABADH KISHOR JHA,Janshakti Janta Dal,811,-86342,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,BECHAN RAM,All India Forward Bloc,482,-86671,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,ANKIT KUMAR JHA,Aam Janta Pragati Party,435,-86718,lost,175220,MADHUBANI,GENERAL,2008343
32,Benipatti,NOTA,None of the Above,2113,-85040,,175220,MADHUBANI,GENERAL,2008343
33,Khajauli,ARUN SHANKAR PRASAD,Bharatiya Janata Party,101151,13126,won,204944,MADHUBANI,GENERAL,2008343
33,Khajauli,BRAJ KISHOR YADAV,Rashtriya Janata Dal,88025,-13126,lost,204944,MADHUBANI,GENERAL,2008343
33,Khajauli,RUPAM KUMARI,Jan Suraaj Party,4637,-96514,lost,204944,MADHUBANI,GENERAL,2008343
33,Khajauli,RAKESH KUMAR RAUSHAN,Independent,2670,-98481,lost,204944,MADHUBANI,GENERAL,2008343
33,Khajauli,RAM BABU YADAV,Independent,2508,-98643,lost,204944,MADHUBANI,GENERAL,2008343
33,Khajauli,MD SABIR,Bahujan Samaj Party,1033,-100118,lost,204944,MADHUBANI,GENERAL,2008343
33,Khajauli,RAJDEV DAS,Independent,866,-100285,lost,204944,MADHUBANI,GENERAL,2008343
33,Khajauli,RATNESHWAR JHA,Aadarsh Mithila Party,532,-100619,lost,204944,MADHUBANI,GENERAL,2008343
33,Khajauli,NOTA,None of the Above,3522,-97629,,204944,MADHUBANI,GENERAL,2008343
34,Babubarhi,MINA KUMARI,Janata Dal (United),98221,17568,won,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,ARUN KUMAR SINGH,Rashtriya Janata Dal,80653,-17568,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,ALOK KUMAR YADAV,Jan Suraaj Party,7740,-90481,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,UMESH KUMAR YADAV,Independent,5547,-92674,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,SHANTI DEVI,Janshakti Janta Dal,2556,-95665,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,AMIR KUMAR MAHTO,Independent,2327,-95894,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,MAHAVIR MANDAL,Samata Party,1559,-96662,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,NAVIN KUMAR THAKUR,Jagrook Janta Party,895,-97326,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,JITENDRA KUMAR SINGH,Janshakti Vikas Party (Democratic),563,-97658,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,KAMLESH KUMAR JHA,The Plurals Party,552,-97669,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,DAYANAND KUMAR,Right to Recall Party,461,-97760,lost,206322,MADHUBANI,GENERAL,2008343
34,Babubarhi,NOTA,None of the Above,5248,-92973,,206322,MADHUBANI,GENERAL,2008343
35,Bisfi,ASIF AHMAD,Rashtriya Janata Dal,100771,8107,won,207250,MADHUBANI,GENERAL,2008343
35,Bisfi,HARIBHUSHAN THAKUR,Bharatiya Janata Party,92664,-8107,lost,207250,MADHUBANI,GENERAL,2008343
35,Bisfi,MD MOHIUDDIN,Independent,3772,-96999,lost,207250,MADHUBANI,GENERAL,2008343
35,Bisfi,SANJAY KUMAR MISHRA,Jan Suraaj Party,3124,-97647,lost,207250,MADHUBANI,GENERAL,2008343
35,Bisfi,SOGARATH CHOUPAL,Independent,2149,-98622,lost,207250,MADHUBANI,GENERAL,2008343
35,Bisfi,ARVIND KUMAR MISHRA,Aam Aadmi Party,1331,-99440,lost,207250,MADHUBANI,GENERAL,2008343
35,Bisfi,BRIJMOHAN THAKUR,Jagrook Janta Party,1146,-99625,lost,207250,MADHUBANI,GENERAL,2008343
35,Bisfi,SONU KUMAR,Janshakti Janta Dal,697,-100074,lost,207250,MADHUBANI,GENERAL,2008343
35,Bisfi,NOTA,None of the Above,1596,-99175,,207250,MADHUBANI,GENERAL,2008343
36,Madhubani,MADHAW ANAND,Rashtriya Lok Morcha,97956,20552,won,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,SAMIR KUMAR MAHASETH,Rashtriya Janata Dal,77404,-20552,lost,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,RASHID KHALIL,All India Majlis-E-Ittehadul Muslimeen,12971,-84985,lost,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,ANIL KUMAR MISHRA,Jan Suraaj Party,8453,-89503,lost,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,RAM SAGAR SHARMA,Jagrook Janta Party,4760,-93196,lost,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,GANESH PURBEY,Rashtriya Jansambhavna Party,1852,-96104,lost,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,RAJIV KUMAR JHA,Right to Recall Party,1507,-96449,lost,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,MIHIR KUMAR JHA ALIAS MAHADEO JHA,Independent,1414,-96542,lost,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,SUNENDRA KANT KARI,Samata Party,1363,-96593,lost,211208,MADHUBANI,GENERAL,2008343
36,Madhubani,NOTA,None of the Above,3528,-94428,,211208,MADHUBANI,GENERAL,2008343
37,Rajnagar,SUJEET KUMAR,Bharatiya Janata Party,108362,42185,won,190800,MADHUBANI,SC,2008343
37,Rajnagar,BISHNU DEO MOCHI,Rashtriya Janata Dal,66177,-42185,lost,190800,MADHUBANI,SC,2008343
37,Rajnagar,SURENDRA KUMAR DAS,Jan Suraaj Party,5669,-102693,lost,190800,MADHUBANI,SC,2008343
37,Rajnagar,RAMPARI DEVI,Aam Janta Pragati Party,3568,-104794,lost,190800,MADHUBANI,SC,2008343
37,Rajnagar,MAHESHWAR PASWAN,Bhartiya Chetna Party,1838,-106524,lost,190800,MADHUBANI,SC,2008343
37,Rajnagar,SIYARAM SADAY,Bahujan Samaj Party,1394,-106968,lost,190800,MADHUBANI,SC,2008343
37,Rajnagar,RAKESH KUMAR,Apni Janta Party,903,-107459,lost,190800,MADHUBANI,SC,2008343
37,Rajnagar,NOTA,None of the Above,2889,-105473,,190800,MADHUBANI,SC,2008343
38,Jhanjharpur,NITISH MISHRA,Bharatiya Janata Party,107958,54849,won,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,RAM NARAYAN YADAV,Communist Party of India,53109,-54849,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,KESHAVCHANDRA BHANDARI,Jan Suraaj Party,11563,-96395,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,KRISHNA KUMAR SAHU,Independent,4513,-103445,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,DEO KANT JHA,Aam Aadmi Party,2347,-105611,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,ABDUL IRFAN,Independent,1992,-105966,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,KRISHNA NARAYAN JHA,Independent,1675,-106283,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,OM PRAKASH PODDAR,Independent,1670,-106288,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,BIRENDRA KUMAR SINGH,Bahujan Samaj Party,1615,-106343,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,RAMNARAYAN SAHU,Vanchit Adhikar Party,1265,-106693,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,UMAR AFTAB AFSAR,Independent,1029,-106929,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,VIJAY KUMAR MANDAL,Socialist Unity Centre Of India (COMMUNIST),748,-107210,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,NUTAN DAVE,Aam Janta Pragati Party,560,-107398,lost,193156,MADHUBANI,GENERAL,2008343
38,Jhanjharpur,NOTA,None of the Above,3112,-104846,,193156,MADHUBANI,GENERAL,2008343
39,Phulparas,SHEELA KUMARI,Janata Dal (United),93677,14099,won,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,SUBODH MANDAL,Indian National Congress,79578,-14099,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,JALENDRA MISHRA,Jan Suraaj Party,6274,-87403,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,RAM KUMAR YADAV,Independent,5553,-88124,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,VIJAY KUMAR CHAUDHARI,Independent,3728,-89949,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,GAURI SHANKAR YADAV,Aam Aadmi Party,3635,-90042,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,BAIJU SAFI,Independent,2872,-90805,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,KRISHNA MOHAN,Ekta Dal United,2423,-91254,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,VIJAY KUMAR,Bahujan Samaj Party,1896,-91781,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,SWAMI SURESHANAND,Rashtriya Jansambhavna Party,1381,-92296,lost,205223,MADHUBANI,GENERAL,2008343
39,Phulparas,NOTA,None of the Above,4206,-89471,,205223,MADHUBANI,GENERAL,2008343
40,Laukaha,SATISH KUMAR SAH,Janata Dal (United),111761,25511,won,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,BHARAT BHUSHAN MANDAL,Rashtriya Janata Dal,86250,-25511,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,RAM LAKHAN YADAV,Independent,7652,-104109,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,RENU YADAV,Jan Suraaj Party,4579,-107182,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,SOMAN PANDIT,Independent,3754,-108007,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,BADRI MUKHIYA,Bahujan Samaj Party,2097,-109664,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,NIRMAL KUMAR JHA,Independent,1899,-109862,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,SHASHI KUMAR BHARTI,Suheldev Bharatiya Samaj Party,1882,-109879,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,KAPILESHWAR YADAV,Peoples Party of India (Democratic),1288,-110473,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,RASLAL MANDAL,Samata Party,1143,-110618,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,INDRADEV JEE,Independent,1112,-110649,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,GURUDEO SINGH,Janshakti Vikas Party (Democratic),822,-110939,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,ARUN KUMAR SINGH,Independent,789,-110972,lost,230783,MADHUBANI,GENERAL,2008343
40,Laukaha,NOTA,None of the Above,5755,-106006,,230783,MADHUBANI,GENERAL,2008343
41,Nirmali,ANIRUDDHA PRASAD YADAV,Janata Dal (United),118904,37310,won,223169,SUPAUL,GENERAL,1126089
41,Nirmali,BAIDYANATH MEHTA,Rashtriya Janata Dal,81594,-37310,lost,223169,SUPAUL,GENERAL,1126089
41,Nirmali,RAM PRAVESH KUMAR YADAV,Jan Suraaj Party,6877,-112027,lost,223169,SUPAUL,GENERAL,1126089
41,Nirmali,SIYA RAM MANDAL,Independent,2992,-115912,lost,223169,SUPAUL,GENERAL,1126089
41,Nirmali,CHANDAN KUMAR,Aam Aadmi Party,2510,-116394,lost,223169,SUPAUL,GENERAL,1126089
41,Nirmali,GUNSAGAR SAHU,"Proutist Bloc, India",1681,-117223,lost,223169,SUPAUL,GENERAL,1126089
41,Nirmali,PRABHU RAM,Bahujan Samaj Party,1344,-117560,lost,223169,SUPAUL,GENERAL,1126089
41,Nirmali,RAMDEV SUTIHAR,Jagrook Janta Party,1027,-117877,lost,223169,SUPAUL,GENERAL,1126089
41,Nirmali,NOTA,None of the Above,6240,-112664,,223169,SUPAUL,GENERAL,1126089
42,Pipra,RAMBILASH KAMAT,Janata Dal (United),107041,37776,won,223019,SUPAUL,GENERAL,1126089
42,Pipra,ANIL KUMAR,Communist Party of India (Marxist-Leninist) (Liberation),69265,-37776,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,LAXMI KANT BHARTI,Independent,12014,-95027,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,INDRADEV SAH,Jan Suraaj Party,5519,-101522,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,HEMA BHARTI,Independent,3772,-103269,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,RAMDEV YADAV,Socialist Unity Centre Of India (COMMUNIST),2460,-104581,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,ANJU KUMARI,Rashtriya Jansambhavna Party,2229,-104812,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,KALIM,Bahujan Samaj Party,2048,-104993,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,NANDAN KUMAR,Independent,1966,-105075,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,AMARENDRA KUMAR BHASKAR,"Proutist Bloc, India",1927,-105114,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,CHANDRA KISHOR YADAV,Jai Hind Party,1589,-105452,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,DUKHI LAL YADAV,Socialist Party (India),1252,-105789,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,TRIBHUWAN KUMAR,Samata Party,1246,-105795,lost,223019,SUPAUL,GENERAL,1126089
42,Pipra,NOTA,None of the Above,10691,-96350,,223019,SUPAUL,GENERAL,1126089
43,Supaul,BIJENDRA PRASAD YADAV,Janata Dal (United),109085,30803,won,209147,SUPAUL,GENERAL,1126089
43,Supaul,MINNATULLAH RAHMANI,Indian National Congress,78282,-30803,lost,209147,SUPAUL,GENERAL,1126089
43,Supaul,ANIL KUMAR SINGH,Jan Suraaj Party,5139,-103946,lost,209147,SUPAUL,GENERAL,1126089
43,Supaul,SHAMBHU BABU,Independent,2873,-106212,lost,209147,SUPAUL,GENERAL,1126089
43,Supaul,SATYANARAYAN SHARMA,Jagrook Janta Party,2321,-106764,lost,209147,SUPAUL,GENERAL,1126089
43,Supaul,BRAJ BHUSHAN NAVIN,Aam Aadmi Party,1975,-107110,lost,209147,SUPAUL,GENERAL,1126089
